"","race","in_kbp","in_mpv","in_fe","in_wapo","year","sex","state"
"12636","Hispanic",0,1,1,1,2018,"Male","AZ"
"12637","White",0,1,1,1,2018,"Male","CA"
"12638","Hispanic",0,1,1,1,2018,"Male","CA"
"12639","White",0,1,1,0,2018,"Male","MT"
"12640","Black",0,1,1,1,2018,"Male","CA"
"12641","Black",0,1,1,1,2018,"Male","GA"
"12642","Race unspecified",0,1,1,1,2018,"Male","WA"
"12643","White",0,1,1,1,2018,"Male","NH"
"12644","Black",0,1,1,1,2018,"Male","PA"
"12645","Hispanic",0,0,1,0,2018,"Female","TX"
"12646","Race unspecified",0,1,1,0,2018,"Male","CA"
"12647","Race unspecified",0,0,1,0,2018,"Male","NY"
"12648","White",0,0,1,0,2018,"Female","GA"
"12649","White",0,0,1,0,2018,"Female","GA"
"12650","White",0,0,1,0,2018,"Female","AZ"
"12651","White",0,0,1,0,2018,"Male","GA"
"12652","White",0,1,1,1,2018,"Female","OH"
"12653","Race unspecified",0,1,1,0,2018,"Male","PA"
"12654","Race unspecified",0,1,1,0,2018,"Male","WA"
"12655","Hispanic",0,1,1,1,2018,"Female","NM"
"12656","Race unspecified",0,0,1,0,2018,"Male","CA"
"12657","Race unspecified",0,0,1,0,2018,"NULL","CA"
"12658","Race unspecified",0,1,1,0,2018,"Male","MO"
"12659","Black",0,1,1,1,2018,"Male","OH"
"12660","White",0,1,1,1,2018,"Male","SC"
"12661","Hispanic",0,1,1,1,2018,"Male","CA"
"12662","Black",0,1,1,0,2018,"Male","OK"
"12663","Race unspecified",0,0,1,0,2018,"Male","NJ"
"12664","Race unspecified",0,1,1,0,2018,"Male","CO"
"12665","Race unspecified",0,1,1,0,2018,"Male","NC"
"12666","White",0,1,1,1,2018,"Male","PA"
"12667","White",0,1,1,1,2018,"Female","CO"
"12668","Race unspecified",0,1,1,0,2018,"Male","NV"
"12669","White",0,1,1,1,2018,"Male","VA"
"12670","Race unspecified",0,0,1,0,2018,"Male","CA"
"12671","White",0,1,1,1,2018,"Female","SC"
"12672","Hispanic",0,1,1,0,2018,"Male","FL"
"12673","White",0,0,1,0,2018,"Female","NE"
"12674","White",0,1,1,0,2018,"Male","PA"
"12675","Race unspecified",0,1,1,0,2018,"Male","KY"
"12676","Race unspecified",0,1,1,1,2018,"Male","AZ"
"12677","White",0,1,1,1,2018,"Male","CA"
"12678","Race unspecified",0,0,1,0,2018,"Male","TX"
"12679","Race unspecified",0,0,1,0,2018,"Male","OH"
"12680","White",0,1,1,1,2018,"Male","AZ"
"12681","White",0,0,1,0,2018,"Male","MI"
"12682","Black",0,1,1,0,2018,"Male","DE"
"12683","Hispanic",0,1,1,1,2018,"Male","NC"
"12684","Race unspecified",0,1,1,1,2018,"Male","CA"
"12685","Race unspecified",0,0,1,0,2018,"NULL","OK"
"12686","Black",0,1,1,1,2018,"Male","TX"
"12687","White",0,1,1,1,2018,"Male","OH"
"12688","White",0,1,1,1,2018,"Female","FL"
"12689","Hispanic",0,1,1,1,2018,"Female","CA"
"12690","Race unspecified",0,0,1,0,2018,"Male","TX"
"12691","Black",0,0,1,0,2018,"Male","CO"
"12692","White",0,1,1,1,2018,"Male","TN"
"12693","White",0,1,1,1,2018,"Male","CO"
"12694","White",0,1,1,1,2018,"Male","FL"
"12695","Race unspecified",0,0,1,0,2018,"Male","CO"
"12696","Black",0,1,1,1,2018,"Male","TX"
"12697","Black",0,0,1,0,2018,"Male","NC"
"12698","Race unspecified",0,0,1,0,2018,"Male","AZ"
"12699","Black",0,0,1,0,2018,"Female","GA"
"12700","Black",0,1,1,1,2018,"Male","GA"
"12701","Race unspecified",0,1,1,1,2018,"Male","NM"
"12702","White",0,1,1,1,2018,"Male","WA"
"12703","Hispanic",0,0,1,0,2018,"Female","TX"
"12704","White",0,1,1,1,2018,"Male","CO"
"12705","White",0,0,1,0,2018,"Male","OH"
"12706","Black",0,1,1,1,2018,"Male","FL"
"12707","White",0,1,1,1,2018,"Male","AL"
"12708","Race unspecified",0,1,1,1,2018,"Male","NC"
"12709","Black",0,0,1,0,2018,"Male","TX"
"12710","White",0,0,1,0,2018,"Male","IL"
"12711","White",0,0,1,0,2018,"Male","IL"
"12712","Black",0,1,1,0,2018,"Male","TX"
"12713","Black",0,1,1,1,2018,"Male","CA"
"12714","White",0,1,1,0,2018,"Male","GA"
"12715","Hispanic",0,1,1,0,2018,"Male","OH"
"12716","White",0,1,1,0,2018,"Female","TX"
"12717","Hispanic",0,0,1,0,2018,"Female","TX"
"12718","Black",0,1,1,1,2018,"Male","RI"
"12719","Race unspecified",0,1,1,0,2018,"Male","MS"
"12720","White",0,1,1,1,2018,"Male","AL"
"12721","Race unspecified",0,1,1,0,2018,"Male","TX"
"12722","Black",0,0,1,0,2018,"Male","IN"
"12723","White",0,0,1,0,2018,"Male","TN"
"12724","Black",0,0,1,0,2018,"Male","NC"
"12725","Black",0,1,1,1,2018,"Male","NC"
"12726","Black",0,1,1,1,2018,"Female","TX"
"12727","Race unspecified",0,1,1,1,2018,"Male","WA"
"12728","Race unspecified",0,1,1,1,2018,"Male","AZ"
"12729","White",0,1,1,1,2018,"Male","KY"
"12730","Race unspecified",0,0,1,0,2018,"Male","CA"
"12731","White",0,0,1,0,2018,"Female","OH"
"12732","Black",0,0,1,0,2018,"Male","GA"
"12733","White",0,1,1,1,2018,"Male","GA"
"12734","Hispanic",0,1,1,1,2018,"Male","NY"
"12735","Black",0,1,1,1,2018,"Male","IN"
"12736","White",0,0,1,0,2018,"Male","AR"
"12737","Race unspecified",0,1,1,1,2018,"Male","NV"
"12738","White",0,1,1,0,2018,"Female","TX"
"12739","Black",0,1,1,0,2018,"Male","TX"
"12740","White",0,1,1,1,2018,"Male","AZ"
"12741","Black",0,1,1,1,2018,"Male","MI"
"12742","Race unspecified",0,1,1,0,2018,"Male","NM"
"12743","Black",0,1,1,0,2018,"Male","NC"
"12744","Hispanic",0,1,1,0,2018,"NULL","TX"
"12745","Hispanic",0,1,1,0,2018,"Male","TX"
"12746","White",0,1,1,1,2018,"Male","IA"
"12747","Race unspecified",0,1,1,0,2018,"Male","IL"
"12748","White",0,1,1,1,2018,"Male","AR"
"12749","Hispanic",0,1,1,0,2018,"Female","TX"
"12750","Black",0,0,1,0,2018,"Male","GA"
"12751","Black",0,1,1,0,2018,"Male","MD"
"12752","Race unspecified",0,1,1,1,2018,"Male","WA"
"12753","Race unspecified",0,0,1,0,2018,"Male","KY"
"12754","Black",0,1,1,1,2018,"Male","LA"
"12755","White",0,1,1,1,2018,"Male","WI"
"12756","Hispanic",0,1,1,1,2018,"Male","PA"
"12757","White",0,1,1,0,2018,"Male","KS"
"12758","White",0,0,1,0,2018,"Male","TN"
"12759","Hispanic",0,1,1,1,2018,"Male","MD"
"12760","Race unspecified",0,1,1,1,2018,"Male","KY"
"12761","White",0,1,1,1,2018,"Female","NY"
"12762","Race unspecified",0,1,1,0,2018,"Male","CA"
"12763","White",0,1,1,1,2018,"Male","VA"
"12764","White",0,1,1,1,2018,"Male","WA"
"12765","Race unspecified",0,1,1,0,2018,"Male","CA"
"12766","White",0,1,1,0,2018,"Female","SC"
"12767","White",0,1,1,0,2018,"Male","PA"
"12768","White",0,1,1,0,2018,"Female","SC"
"12769","White",0,0,1,0,2018,"Male","MA"
"12770","White",0,0,1,0,2018,"Male","IN"
"12771","Asian",0,1,1,0,2018,"Male","WI"
"12772","White",0,0,1,0,2018,"Male","PA"
"12773","White",0,1,1,0,2018,"Male","OR"
"12774","White",0,1,1,0,2018,"Male","PA"
"12775","Hispanic",0,1,1,0,2018,"Male","CA"
"12776","Race unspecified",0,1,1,0,2018,"Male","TX"
"12777","Hispanic",0,1,1,1,2018,"Male","FL"
"12778","White",0,1,1,0,2018,"Male","CO"
"12779","White",0,1,1,1,2018,"Male","HI"
"12780","White",0,0,1,0,2018,"Female","KS"
"12781","Race unspecified",0,1,1,1,2018,"Male","NV"
"12782","Race unspecified",0,1,1,0,2018,"Male","WA"
"12783","Black",0,1,1,1,2018,"Male","MD"
"12784","Race unspecified",0,1,1,1,2018,"Male","NV"
"12785","White",0,0,1,0,2018,"Male","MN"
"12786","White",0,0,1,0,2018,"Female","MN"
"12787","White",0,1,1,0,2018,"Male","TN"
"12788","White",0,1,1,1,2018,"Male","KY"
"12789","Hispanic",0,1,1,1,2018,"Male","CA"
"12790","White",0,1,1,1,2018,"Male","AZ"
"12791","Black",0,1,1,0,2018,"Male","NJ"
"12792","Black",0,1,1,1,2018,"Male","FL"
"12793","Hispanic",0,1,1,1,2018,"Male","NY"
"12794","Race unspecified",0,0,1,0,2018,"Male","CA"
"12795","Black",0,1,1,1,2018,"Male","NJ"
"12796","White",0,1,1,1,2018,"Male","LA"
"12797","Black",0,1,1,1,2018,"Male","FL"
"12798","Race unspecified",0,1,1,1,2018,"Male","OK"
"12799","Hispanic",0,1,1,1,2018,"Male","HI"
"12800","White",0,0,1,0,2018,"Male","OR"
"12801","Race unspecified",0,1,1,0,2018,"Male","WA"
"12802","Hispanic",0,1,1,1,2018,"Male","NM"
"12803","Race unspecified",0,1,1,1,2018,"Male","SC"
"12804","Black",0,1,1,0,2018,"Male","TX"
"12805","Hispanic",0,0,1,0,2018,"Male","TX"
"12806","White",0,1,1,1,2018,"Male","OK"
"12807","White",0,1,1,1,2018,"Male","ID"
"12808","White",0,1,1,1,2018,"Male","NH"
"12809","Black",0,1,1,1,2018,"Male","OR"
"12810","White",0,1,1,1,2018,"Male","TN"
"12811","White",0,1,1,1,2018,"Male","MN"
"12812","Race unspecified",0,0,1,0,2018,"Male","CA"
"12813","White",0,1,1,1,2018,"Male","FL"
"12814","Hispanic",0,1,1,0,2018,"Male","TX"
"12815","Black",0,0,1,0,2018,"Male","IL"
"12816","Black",0,0,1,0,2018,"Male","IL"
"12817","White",0,1,1,1,2018,"Male","GA"
"12818","Black",0,1,1,1,2018,"Female","CA"
"12819","Black",0,1,1,0,2018,"Male","CA"
"12820","White",0,1,1,1,2018,"Male","MS"
"12821","Black",0,1,1,1,2018,"Male","TN"
"12822","Black",0,1,1,1,2018,"Male","WV"
"12823","Black",0,1,1,1,2018,"Male","TN"
"12824","White",0,1,1,1,2018,"Male","OR"
"12825","NA_PI",0,1,1,1,2018,"Male","AZ"
"12826","Race unspecified",0,0,1,0,2018,"Male","MO"
"12827","Black",0,0,1,0,2018,"Male","FL"
"12828","Race unspecified",0,0,1,0,2018,"Female","TX"
"12829","Race unspecified",0,1,1,1,2018,"Male","CA"
"12830","Race unspecified",0,1,1,1,2018,"Male","HI"
"12831","White",0,1,1,1,2018,"Male","FL"
"12832","Black",0,0,1,0,2018,"Female","OH"
"12833","Black",0,0,1,0,2018,"Male","OH"
"12834","White",0,0,1,0,2018,"Male","IN"
"12835","Hispanic",0,1,1,1,2018,"Male","NM"
"12836","White",0,1,1,1,2018,"Male","OK"
"12837","White",0,1,1,1,2018,"Male","CO"
"12838","White",0,1,1,1,2018,"Male","TN"
"12839","Race unspecified",0,1,1,0,2018,"Male","TX"
"12840","Race unspecified",0,1,1,1,2018,"Male","CA"
"12841","White",0,1,1,1,2018,"Female","IN"
"12842","White",0,1,1,1,2018,"Male","NV"
"12843","Black",0,1,1,1,2018,"Male","NY"
"12844","White",0,1,1,1,2018,"Male","OR"
"12845","White",0,1,1,1,2018,"Male","TX"
"12846","Black",0,1,1,1,2018,"Male","WI"
"12847","Race unspecified",0,0,1,0,2018,"Male","CA"
"12848","Black",0,1,1,1,2018,"Male","UT"
"12849","Race unspecified",0,0,1,0,2018,"Male","FL"
"12850","Race unspecified",0,1,1,1,2018,"Male","AZ"
"12851","Race unspecified",0,1,1,1,2018,"Male","GA"
"12852","Asian",0,1,1,1,2018,"Female","HI"
"12853","White",0,1,1,0,2018,"Male","UT"
"12854","Race unspecified",0,0,1,0,2018,"Male","CA"
"12855","Black",0,1,1,1,2018,"Male","AR"
"12856","Hispanic",0,1,1,1,2018,"Male","CA"
"12857","Race unspecified",0,1,1,1,2018,"Male","NM"
"12858","White",0,1,1,1,2018,"Male","GA"
"12859","Black",0,1,1,1,2018,"Male","OH"
"12860","Black",0,0,1,0,2018,"Male","NC"
"12861","Race unspecified",0,0,1,0,2018,"Male","SC"
"12862","Hispanic",0,1,1,1,2018,"Male","OH"
"12863","Race unspecified",0,0,1,0,2018,"NULL","TX"
"12864","Race unspecified",0,0,1,0,2018,"NULL","TX"
"12865","White",0,0,1,0,2018,"Female","SC"
"12866","Race unspecified",0,1,1,1,2018,"Male","WA"
"12867","Race unspecified",0,0,1,0,2018,"Male","CA"
"12868","Black",0,1,1,1,2018,"Male","TX"
"12869","Black",0,1,1,1,2018,"Male","TN"
"12870","White",0,1,1,1,2018,"Male","WA"
"12871","White",0,1,1,1,2018,"Male","UT"
"12872","Race unspecified",0,0,1,0,2018,"Male","TX"
"12873","White",0,1,1,1,2018,"Male","UT"
"12874","White",0,1,1,1,2018,"Male","CO"
"12875","Black",0,1,1,1,2018,"Male","NJ"
"12876","Race unspecified",0,1,1,0,2018,"Male","GA"
"12877","Black",0,1,1,1,2018,"Male","GA"
"12878","White",0,1,1,1,2018,"Male","WI"
"12879","White",0,0,1,0,2018,"Male","MO"
"12880","White",0,1,1,1,2018,"Male","MA"
"12881","NA_PI",0,1,1,0,2018,"Male","WI"
"12882","Black",0,1,1,1,2018,"Male","FL"
"12883","White",0,0,1,0,2018,"Female","KY"
"12884","White",0,1,1,1,2018,"Female","SC"
"12885","White",0,1,1,1,2018,"Male","WA"
"12886","White",0,1,1,1,2018,"Male","TX"
"12887","White",0,0,1,0,2018,"Male","KY"
"12888","Black",0,1,1,1,2018,"Male","NC"
"12889","Race unspecified",0,0,1,0,2018,"NULL","FL"
"12890","Black",0,1,1,1,2018,"Male","GA"
"12891","White",0,1,1,1,2018,"Male","UT"
"12892","Hispanic",0,1,1,1,2018,"Male","CA"
"12893","White",0,1,1,1,2018,"Male","TN"
"12894","White",0,0,1,0,2018,"Female","WA"
"12895","White",0,1,1,1,2018,"Male","WA"
"12896","White",0,1,1,1,2018,"Male","IA"
"12897","NA_PI",0,1,1,1,2018,"Male","OK"
"12898","Race unspecified",0,1,1,1,2018,"Male","MI"
"12899","White",0,1,1,0,2018,"Male","SD"
"12900","Black",0,1,1,1,2018,"Male","MO"
"12901","Black",0,0,1,0,2018,"Female","WI"
"12902","Race unspecified",0,0,1,0,2018,"Male","CA"
"12903","White",0,0,1,0,2018,"Female","CA"
"12904","White",0,0,1,0,2018,"Male","CT"
"12905","Black",0,1,1,1,2018,"Male","TX"
"12906","NA_PI",0,1,1,1,2018,"Male","NV"
"12907","Hispanic",0,1,1,1,2018,"Male","AZ"
"12908","White",0,1,1,1,2018,"Male","CA"
"12909","White",0,1,1,1,2018,"Female","GA"
"12910","Race unspecified",0,0,1,0,2018,"Male","AZ"
"12911","Black",0,1,1,1,2018,"Male","CA"
"12912","Black",0,1,1,1,2018,"Male","MD"
"12913","Race unspecified",0,0,1,0,2018,"Male","IN"
"12914","Hispanic",0,1,1,1,2018,"Male","NV"
"12915","White",0,1,1,1,2018,"Male","FL"
"12916","Hispanic",0,1,1,1,2018,"Male","TX"
"12917","Black",0,1,1,0,2018,"Male","FL"
"12918","White",0,1,1,1,2018,"Male","WV"
"12919","Black",0,1,1,1,2018,"Male","ID"
"12920","White",0,0,1,0,2018,"Male","MI"
"12921","Race unspecified",0,0,1,0,2018,"Male","TX"
"12922","Asian",0,1,1,1,2018,"Male","MI"
"12923","Black",0,1,1,1,2018,"Male","CA"
"12924","Race unspecified",0,1,1,1,2018,"Male","OR"
"12925","Black",0,0,1,0,2018,"Male","MS"
"12926","Hispanic",0,1,1,1,2018,"Male","NM"
"12927","Race unspecified",0,1,1,1,2018,"Male","WY"
"12928","White",0,1,1,1,2018,"Male","CO"
"12929","Black",0,1,1,1,2018,"Male","MI"
"12930","Asian",0,1,1,1,2018,"Male","SC"
"12931","Race unspecified",0,1,1,1,2018,"Male","MD"
"12932","White",0,1,1,1,2018,"Male","FL"
"12933","White",0,1,1,1,2018,"Male","TN"
"12934","Race unspecified",0,0,1,1,2018,"Male","CA"
"12935","Race unspecified",0,0,1,0,2018,"Male","FL"
"12936","Race unspecified",0,0,1,0,2018,"Male","TX"
"12937","Hispanic",0,1,1,1,2018,"Male","CA"
"12938","White",0,1,1,1,2018,"Male","UT"
"12939","White",0,1,1,1,2018,"Male","UT"
"12940","White",0,1,1,1,2018,"Male","MN"
"12941","Black",0,1,1,1,2018,"Male","MN"
"12942","White",0,0,1,0,2018,"Male","NY"
"12943","Black",0,1,1,1,2018,"Male","MS"
"12944","White",0,0,1,0,2018,"Male","OH"
"12945","White",0,1,1,1,2018,"Male","OK"
"12946","Black",0,1,1,1,2018,"Male","IL"
"12947","Race unspecified",0,0,1,0,2018,"Male","CA"
"12948","Race unspecified",0,0,1,0,2018,"Male","GA"
"12949","Race unspecified",0,0,1,0,2018,"Male","GA"
"12950","Black",0,0,1,0,2018,"Male","MI"
"12951","Asian",0,1,1,1,2018,"Male","OK"
"12952","Hispanic",0,1,1,1,2018,"Male","TN"
"12953","Hispanic",0,1,1,1,2018,"Male","CA"
"12954","White",0,1,1,1,2018,"Male","NJ"
"12955","White",0,1,1,1,2018,"Male","CA"
"12956","White",0,0,1,0,2018,"Male","UT"
"12957","Black",0,1,1,1,2018,"Male","AZ"
"12958","Hispanic",0,1,1,1,2018,"Male","KS"
"12959","Race unspecified",0,1,1,1,2018,"Male","AL"
"12960","White",0,1,1,1,2018,"Male","SC"
"12961","White",0,1,1,1,2018,"Male","MA"
"12962","Hispanic",0,0,1,0,2018,"Male","TX"
"12963","Black",0,1,1,1,2018,"Male","VA"
"12964","Race unspecified",0,0,1,0,2018,"Male","TX"
"12965","Hispanic",0,1,1,1,2018,"Male","CA"
"12966","Race unspecified",0,1,1,1,2018,"Male","CO"
"12967","White",0,1,1,1,2018,"Male","CA"
"12968","Black",0,1,1,1,2018,"Male","GA"
"12969","White",0,0,1,0,2018,"Male","AL"
"12970","Race unspecified",0,0,1,0,2018,"Male","TX"
"12971","Hispanic",0,0,1,0,2018,"Male","FL"
"12972","Black",0,1,1,1,2018,"Male","FL"
"12973","White",0,0,1,0,2018,"Male","MO"
"12974","Race unspecified",0,1,1,0,2018,"Female","MT"
"12975","White",0,1,1,1,2018,"Male","ID"
"12976","White",0,1,1,1,2018,"Male","IN"
"12977","Black",0,0,1,0,2018,"Male","OH"
"12978","Race unspecified",0,1,1,1,2018,"Male","AZ"
"12979","Black",0,1,1,1,2018,"Male","AR"
"12980","White",0,1,1,1,2018,"Male","OH"
"12981","White",0,1,1,0,2018,"Female","AL"
"12982","Race unspecified",0,1,1,1,2018,"Male","AL"
"12983","White",0,1,1,1,2018,"Male","MN"
"12984","Hispanic",0,1,1,1,2018,"Male","CA"
"12985","Race unspecified",0,0,1,0,2018,"Male","TX"
"12986","Race unspecified",0,1,1,1,2018,"Male","MI"
"12987","Black",0,0,1,0,2018,"Female","TX"
"12988","White",0,1,1,1,2018,"Male","AK"
"12989","Black",0,1,1,1,2018,"Male","AL"
"12990","Race unspecified",0,1,1,1,2018,"Male","CO"
"12991","Race unspecified",0,1,1,0,2018,"Male","IL"
"12992","White",0,0,1,0,2018,"Male","OR"
"12993","White",0,0,1,0,2018,"Male","CO"
"12994","White",0,0,1,0,2018,"Female","CO"
"12995","Race unspecified",0,1,1,1,2018,"Male","KY"
"12996","Black",0,1,1,1,2018,"Male","MI"
"12997","Race unspecified",0,0,1,0,2018,"Male","TX"
"12998","Hispanic",0,0,1,0,2018,"Male","TX"
"12999","Hispanic",0,1,1,1,2018,"Male","UT"
"13000","Black",0,0,1,0,2018,"Male","AL"
"13001","Black",0,0,1,0,2018,"Male","GA"
"13002","Hispanic",0,0,1,0,2018,"Male","OH"
"13003","Race unspecified",0,1,1,1,2018,"Male","UT"
"13004","Black",0,0,1,0,2018,"Male","PA"
"13005","White",0,0,1,0,2018,"Male","KY"
"13006","Hispanic",0,0,1,0,2018,"Male","TX"
"13007","White",0,1,1,0,2018,"Male","MS"
"13008","Race unspecified",0,1,1,1,2018,"Female","TN"
"13009","Race unspecified",0,0,1,0,2018,"Male","TX"
"13010","Asian",0,1,1,1,2018,"Male","HI"
"13011","White",0,1,1,1,2018,"Male","MN"
"13012","Black",0,1,1,1,2018,"Male","KS"
"13013","White",0,1,1,1,2018,"Male","CO"
"13014","Asian",0,0,1,0,2018,"Male","CA"
"13015","White",0,1,1,1,2018,"Male","KY"
"13016","Race unspecified",0,1,1,0,2018,"Male","TX"
"13017","Hispanic",0,1,1,1,2018,"Male","WA"
"13018","Race unspecified",0,1,1,0,2018,"Male","TX"
"13019","Race unspecified",0,1,1,0,2018,"Male","CO"
"13020","NA_PI",0,1,1,1,2018,"Male","MN"
"13021","Race unspecified",0,1,1,0,2018,"Male","AZ"
"13022","Race unspecified",0,1,1,1,2018,"Male","ME"
"13023","Race unspecified",0,1,1,0,2018,"Male","AZ"
"13024","White",0,0,1,0,2018,"Female","MS"
"13025","Race unspecified",0,0,1,0,2018,"Male","MI"
"13026","Hispanic",0,0,1,0,2018,"Female","CA"
"13027","Hispanic",0,0,1,0,2018,"Male","CA"
"13028","Hispanic",0,0,1,0,2018,"Male","CA"
"13029","Race unspecified",0,0,1,0,2018,"Male","MS"
"13030","Race unspecified",0,1,1,1,2018,"Male","SD"
"13031","Hispanic",0,1,1,1,2018,"Male","UT"
"13032","Black",0,0,1,0,2018,"Male","IL"
"13033","White",0,1,1,0,2018,"Male","MS"
"13034","Black",0,0,1,0,2018,"Female","IL"
"13035","Hispanic",0,1,1,0,2018,"Male","TX"
"13036","Race unspecified",0,0,1,0,2018,"Male","TX"
"13037","White",0,0,1,0,2018,"Male","FL"
"13038","White",0,0,1,0,2018,"Female","MO"
"13039","Hispanic",0,0,1,0,2018,"Male","IA"
"13040","Hispanic",0,0,1,0,2018,"Male","IA"
"13041","Black",0,0,1,0,2018,"Male","TX"
"13042","Race unspecified",0,0,1,0,2018,"Male","GA"
"13043","Black",0,0,1,0,2018,"Male","AL"
"13044","Race unspecified",0,1,1,0,2018,"Male","MO"
"13045","Race unspecified",0,0,1,0,2018,"Male","MO"
"13046","Hispanic",0,1,1,0,2018,"Male","CA"
"13047","Black",0,0,1,0,2018,"Male","TX"
"13048","White",0,0,1,0,2018,"Male","CA"
"13049","Race unspecified",0,0,1,0,2018,"Male","NM"
"13050","Hispanic",0,0,1,0,2018,"Female","NM"
"13051","Hispanic",0,0,1,0,2018,"Female","TX"
"13052","Hispanic",0,1,1,0,2018,"Male","TX"
"13053","Race unspecified",0,0,1,0,2018,"Male","IL"
"13054","Race unspecified",0,1,1,0,2018,"Male","NY"
"13055","White",0,1,1,0,2018,"Male","IL"
"13056","Race unspecified",0,1,1,0,2018,"Male","CA"
"13057","Black",0,0,1,0,2018,"Female","OH"
"13058","Hispanic",0,0,1,0,2018,"Male","OH"
"13059","Black",0,0,1,0,2018,"Male","OH"
"13060","Hispanic",0,0,1,0,2018,"Male","OH"
"13061","Race unspecified",0,0,1,0,2018,"Male","NY"
"13062","Black",0,0,1,0,2018,"Female","OH"
"13063","Race unspecified",0,0,1,0,2018,"Male","MD"
"13064","Black",0,1,1,1,2018,"Male","OK"
"13065","Race unspecified",0,1,1,0,2018,"Female","AR"
"13066","Black",0,0,1,0,2018,"Male","FL"
"13067","Black",0,0,1,0,2018,"Male","FL"
"13068","Race unspecified",0,1,1,0,2018,"Male","CA"
"13069","Race unspecified",0,1,1,0,2018,"Male","GA"
"13070","Hispanic",0,0,1,0,2018,"Male","CA"
"13071","Race unspecified",0,1,1,0,2018,"Male","FL"
"13072","Race unspecified",0,1,1,0,2018,"Male","NJ"
"13073","Race unspecified",0,1,1,0,2018,"Male","WA"
"13074","Black",0,0,1,0,2018,"Male","LA"
"13075","White",0,0,1,0,2018,"Male","WI"
"13076","Race unspecified",0,1,1,0,2018,"Male","CA"
"13077","Black",0,1,1,0,2018,"Male","CO"
"13078","Hispanic",0,0,1,0,2018,"Male","CA"
"13079","Race unspecified",0,1,1,0,2018,"Male","AZ"
"13080","Black",0,0,1,0,2018,"Male","WI"
"13081","Race unspecified",0,1,1,0,2018,"Male","TX"
"13082","White",0,1,1,0,2018,"Male","PA"
"13083","Race unspecified",0,0,1,0,2018,"Male","CA"
"13084","Race unspecified",0,0,1,0,2018,"Male","AZ"
"13085","Race unspecified",0,0,1,0,2018,"Male","CA"
"13086","Race unspecified",0,1,1,0,2018,"Male","SC"
"13087","Black",0,0,1,0,2018,"Male","GA"
"13088","Black",0,0,1,0,2018,"Male","KY"
"13089","Asian",0,1,1,0,2018,"Male","HI"
"13090","Black",0,0,1,0,2018,"Male","IA"
"13091","Black",0,0,1,0,2018,"Male","CA"
"13092","Race unspecified",0,0,1,0,2018,"Male","MI"
"13093","Race unspecified",0,0,1,0,2018,"Female","MI"
"13094","Hispanic",0,1,1,0,2018,"Male","NM"
"13095","White",0,0,1,0,2018,"Male","NE"
"13096","White",0,1,1,0,2018,"Male","MA"
"13097","Race unspecified",0,0,1,0,2018,"Male","TN"
"13098","White",0,1,1,0,2018,"Male","CA"
"13099","White",0,0,1,0,2018,"Female","KS"
"13100","Race unspecified",0,0,1,0,2018,"Male","CT"
"13101","Race unspecified",0,1,1,0,2018,"Male","OR"
"13102","Race unspecified",0,1,1,0,2018,"Male","MS"
"13103","Black",0,0,1,0,2018,"Male","GA"
"13104","Black",0,0,1,0,2018,"Male","GA"
"13105","Race unspecified",0,1,1,0,2018,"Male","PA"
"13106","White",0,0,1,0,2018,"Female","WI"
"13107","White",0,0,1,0,2018,"Female","WI"
"13108","Black",0,0,1,0,2018,"Male","WI"
"13109","Race unspecified",0,0,1,0,2018,"Male","GA"
"13110","Race unspecified",0,0,1,0,2018,"Male","NC"
"13111","Black",0,0,1,1,2019,"Male","NC"
"13112","Black",0,0,1,0,2019,"Male","GA"
"13113","Black",0,0,1,0,2019,"Male","OH"
"13114","White",0,0,1,0,2019,"Male","PA"
"13115","Black",0,0,1,0,2019,"Female","SC"
"13116","White",0,0,1,0,2019,"Male","PA"
"13117","White",0,0,1,0,2019,"Female","PA"
"13118","Race unspecified",0,0,1,1,2019,"Male","MT"
"13119","Hispanic",0,0,1,1,2019,"Male","TX"
"13120","White",0,0,1,0,2019,"Male","FL"
"13121","White",0,0,1,0,2019,"Female","MO"
"13122","Race unspecified",0,0,1,1,2019,"Male","TX"
"13123","White",0,0,1,1,2019,"Male","TX"
"13124","Black",0,0,1,1,2019,"Male","TX"
"13125","Race unspecified",0,0,1,0,2019,"Male","TX"
"13126","Race unspecified",0,0,1,0,2019,"Female","KS"
"13127","Race unspecified",0,0,1,0,2019,"Male","CA"
"13128","White",0,0,1,0,2019,"Male","CA"
"13129","Race unspecified",0,0,1,0,2019,"Male","TX"
"13130","Race unspecified",0,0,1,1,2019,"Male","WV"
"13131","Black",0,0,1,0,2019,"Male","MD"
"13132","Hispanic",0,0,1,0,2019,"Male","WA"
"13133","Race unspecified",0,0,1,0,2019,"Male","GA"
"13134","Race unspecified",0,0,1,0,2019,"Male","NY"
"13135","White",0,0,1,0,2019,"Male","WA"
"13136","White",0,0,1,1,2019,"Male","OK"
"13137","Hispanic",0,0,1,0,2019,"Male","AZ"
"13138","Race unspecified",0,0,1,0,2019,"Male","AL"
"13139","Hispanic",0,0,1,0,2019,"Male","MI"
"13140","Race unspecified",0,0,1,1,2019,"Male","TX"
"13141","Race unspecified",0,0,1,0,2019,"Male","SC"
"13142","Race unspecified",0,0,1,1,2019,"Male","WY"
"13143","Black",0,0,1,1,2019,"Male","AL"
"13144","White",0,0,1,0,2019,"Female","OH"
"13145","Race unspecified",0,0,1,0,2019,"Male","IA"
